director,title,budget,revenue,return,year
Eric Meza,House Party 3,,,,1994
Joel Coen,The Hudsucker Proxy,30000000.0,,,1994
James L. Brooks,I'll Do Anything,40000000.0,,,1994
"Daniel Petrie, Jr.",In the Army Now,,28881266.0,,1994
Wolfgang Petersen,In the Line of Fire,40000000.0,176997168.0,4.4249292,1993
Jim Sheridan,In the Name of the Father,13000000.0,65796862.0,5.0612970769230765,1993
Matty Rich,The Inkwell,,8880705.0,,1994
Brian Gibson,What's Love Got to Do with It,,,,1993
Barry Levinson,Jimmy Hollywood,30000000.0,,,1994
Stephen Hopkins,Judgment Night,,12136938.0,,1993
Steven Spielberg,Jurassic Park,63000000.0,920100000.0,14.604761904761904,1993
Dominic Sena,Kalifornia,9000000.0,2395231.0,0.2661367777777778,1993
Roger Avary,Killing Zoe,1500000.0,418961.0,0.27930733333333335,1993
Steven Soderbergh,King of the Hill,,,,1993
Daniel Petrie,Lassie,,,,1994
John McTiernan,Last Action Hero,85000000.0,137298489.0,1.6152763411764706,1993
James Lapine,Life With Mikey,,,,1993
Simon Wincer,Lightning Jack,,,,1994
David Cronenberg,M. Butterfly,,1499795.0,,1993
Richard Benjamin,Made in America,22000000.0,,,1993
Harold Becker,Malice,,46405336.0,,1993
Mel Gibson,The Man without a Face,,24760338.0,,1993
Woody Allen,Manhattan Murder Mystery,13500000.0,11285588.0,0.8359694814814815,1993
Albert Hughes,Menace II Society,3500000.0,27900000.0,7.9714285714285715,1993
Stuart Baird,Executive Decision,55000000.0,121969216.0,2.217622109090909,1996
Nagisa Ōshima,In the Realm of the Senses,,,,1976
Tom Noonan,What Happened Was...,,,,1994
Kenneth Branagh,Much Ado About Nothing,8000000.0,,,1993
Mike Figgis,Mr. Jones,,,,1993
Anthony Minghella,Mr. Wonderful,,,,1993
Chris Columbus,Mrs. Doubtfire,25000000.0,441286195.0,17.6514478,1993
Mike Leigh,Naked,,,,1993
Christopher Cain,The Next Karate Kid,12000000.0,15826984.0,1.3189153333333334,1994
Michael Tolkin,The New Age,,,,1994
Martin Campbell,No Escape,20000000.0,15340000.0,0.767,1994
Rob Reiner,North,40000000.0,,,1994
Sally Potter,Orlando,4000000.0,,,1992
Clint Eastwood,A Perfect World,30000000.0,135130999.0,4.504366633333333,1993
Jonathan Demme,Philadelphia,26000000.0,206678440.0,7.949170769230769,1993
Jane Campion,The Piano,7000000.0,116700000.0,16.67142857142857,1993
John Singleton,Poetic Justice,14000000.0,27515786.0,1.9654132857142856,1993
David S. Ward,The Program,,23042200.0,,1993
Stuart Orme,The Puppet Masters,,8638072.0,,1994
Mel Smith,Radioland Murders,,,,1994
Ted Demme,The Ref,11000000.0,11439193.0,1.0399266363636364,1994
James Ivory,The Remains of the Day,11500000.0,23237911.0,2.0206879130434783,1993
Penny Marshall,Renaissance Man,40000000.0,24332324.0,0.6083081,1994
Philip Kaufman,Rising Sun,,107198790.0,,1993
Alan Parker,The Road to Wellville,,,,1994
Fred Dekker,RoboCop 3,22000000.0,10696210.0,0.4861913636363636,1993
Mel Brooks,Robin Hood: Men in Tights,20000000.0,35739755.0,1.78698775,1993
Peter Medak,Romeo Is Bleeding,11500000.0,3275585.0,0.2848334782608696,1993
Geoffrey Wright,Romper Stomper,,,,1992
Victor Nunez,Ruby in Paradise,800000.0,1001437.0,1.25179625,1993
David Anspaugh,Rudy,12000000.0,22750363.0,1.8958635833333333,1993
Tim Hunter,The Saint of Fort Washington,,,,1993
Cyril Collard,Savage Nights,,,,1992
Steven Spielberg,Schindler's List,22000000.0,321365567.0,14.607525772727273,1993
Michael Ritchie,The Scout,,,,1994
Steven Zaillian,Searching for Bobby Fischer,,7266383.0,,1993
Chris Menges,Second Best,,,,1994
Agnieszka Holland,The Secret Garden,,,,1993
John Waters,Serial Mom,13000000.0,7820688.0,0.6015913846153846,1994
Russell Mulcahy,The Shadow,25000000.0,48063435.0,1.9225374,1994
Richard Attenborough,Shadowlands,22000000.0,,,1993
Robert Altman,Short Cuts,,6110979.0,,1993
Gillies MacKinnon,A Simple Twist of Fate,,,,1994
John Duigan,Sirens,,7770731.0,,1993
Fred Schepisi,Six Degrees of Separation,,,,1993
Nora Ephron,Sleepless in Seattle,21000000.0,227799884.0,10.847613523809525,1993
Phillip Noyce,Sliver,40000000.0,116300000.0,2.9075,1993
Ridley Scott,Blade Runner,28000000.0,33139618.0,1.1835577857142856,1982
Steve Rash,Son in Law,,36448200.0,,1993
Thomas Schlamme,So I Married an Axe Murderer,20000000.0,11585483.0,0.57927415,1993
Rowdy Herrington,Striking Distance,30.0,,,1993
Arthur Joffé,Harem,,,,1985
Annabel Jankel,Super Mario Bros.,48000000.0,20915465.0,0.4357388541666667,1993
Ernest R. Dickerson,Surviving the Game,7400000.0,7690013.0,1.0391909459459459,1994
Deran Sarafian,Terminal Velocity,50000000.0,16478900.0,0.329578,1994
François Girard,Thirty Two Short Films About Glenn Gould,,,,1993
Andrew Fleming,Threesome,,,,1994
Henry Selick,The Nightmare Before Christmas,18000000.0,75634409.0,4.201911611111111,1993
Stephen Herek,The Three Musketeers,30000000.0,53898845.0,1.7966281666666666,1993
George P. Cosmatos,Tombstone,25000000.0,56505065.0,2.2602026,1993
Heywood Gould,Trial by Jury,,,,1994
Tony Scott,True Romance,12500000.0,12281551.0,0.98252408,1993
D.A. Pennebaker,The War Room,,,,1993
Joe Johnston,The Pagemaster,27000000.0,13670688.0,0.5063217777777778,1994
Jerry Ciccoritti,"Paris, France",,,,1994
Jennifer Warren,"The Beans of Egypt, Maine",,,,1994
Mark Malone,Killer,,,,1994
Todd Solondz,Welcome to the Dollhouse,,,,1995
Claude Berri,Germinal,,,,1993
Dennis Hopper,Chasers,,1596687.0,,1994
Guillermo del Toro,Cronos,,,,1993
Daniel Algrant,Naked in New York,,,,1993
Pedro Almodóvar,Kika,,,,1993
Gurinder Chadha,Bhaji on the Beach,,,,1994
Andrew Scheinman,Little Big League,,,,1994
Åke Sandgren,The Slingshot,,,,1993
Richard Loncraine,Wide Eyed and Legless,,,,1993
Eva Sereny,Foreign Student,,,,1994
Lina Wertmüller,"Ciao, Professore!",,,,1992
David O. Russell,Spanking the Monkey,200000.0,,,1994
Penelope Spheeris,The Little Rascals,,67308282.0,,1994
Rémy Duchemin,À la mode,,,,1993
George T. Miller,Andre,,,,1994
Ricky Tognazzi,The Escort,,,,1993
Michael Austin,Princess Caraboo,,3021629.0,,1994
Rob Epstein,The Celluloid Closet,,,,1996
Mathieu Kassovitz,Café au Lait,,,,1993
Nanni Moretti,Dear Diary,,,,1993
María Luisa Bemberg,I Don't Want to Talk About It,,,,1993
Betty Thomas,The Brady Bunch Movie,,,,1995
Chris Columbus,Home Alone,18000000.0,476684675.0,26.482481944444444,1990
Jerry Zucker,Ghost,22000000.0,505000000.0,22.954545454545453,1990
Ron Clements,Aladdin,28000000.0,504050219.0,18.001793535714285,1992
James Cameron,Terminator 2: Judgment Day,100000000.0,520000000.0,5.2,1991
Kevin Costner,Dances with Wolves,22000000.0,424208848.0,19.282220363636362,1990
Steve Cohen,Tough and Deadly,,,,1995
Tim Burton,Batman,35000000.0,411348924.0,11.7528264,1989
Jonathan Demme,The Silence of the Lambs,19000000.0,272742922.0,14.354890631578947,1991
David Hand,Snow White and the Seven Dwarfs,1488423.0,184925486.0,124.24256142239135,1937
Gary Trousdale,Beauty and the Beast,25000000.0,377350553.0,15.09402212,1991
Hamilton Luske,Pinocchio,2600000.0,84300000.0,32.42307692307692,1940
Garry Marshall,Pretty Woman,14000000.0,463000000.0,33.07142857142857,1990
Yuri Mamin,Window to Paris,,,,1993
Sam Peckinpah,The Wild Bunch,6244087.0,638641.0,0.10227932442325034,1969
C.M. Talkington,Love and a .45,,,,1994
Huang Jianxin,The Wooden Man's Bride,,,,1994
Jean Bach,A Great Day in Harlem,,,,1994
Sam Weisman,Bye Bye Love,,,,1995
Michael Hoffman,One Fine Day,,97529550.0,,1996
Bill Condon,Candyman: Farewell to the Flesh,,13940383.0,,1995
Stephen Poliakoff,Century,,,,1993
Joel Coen,Fargo,7000000.0,60611975.0,8.65885357142857,1996
David R. Ellis,Homeward Bound II: Lost in San Francisco,,32709423.0,,1996
Gerald Potterton,Heavy Metal,9300000.0,,,1981
Kevin Yagher,Hellraiser: Bloodline,4000000.0,16675000.0,4.16875,1996
Matt Reeves,The Pallbearer,8000000.0,,,1996
Franco Zeffirelli,Jane Eyre,,,,1996
Anna Campion,Loaded,500000.0,,,1996
Franco Brusati,Bread and Chocolate,,,,1974
Wolfgang Reitherman,The Aristocats,4000000.0,55675257.0,13.91881425,1970
Pedro Almodóvar,The Flower of My Secret,,,,1995
Fernando Trueba,Two Much,,,,1996
Bill Couturié,Ed,,,,1996
Werner Herzog,Scream of Stone,,,,1991
André Téchiné,My Favorite Season,,,,1993
,A Modern Affair,,,,1996
Mika Kaurismäki,Condition Red,,,,1995
Férid Boughedir,Halfaouine: Boy of the Terraces,,,,1990
Martin Lawrence,A Thin Line Between Love and Hate,,,,1996
Stacy Title,The Last Supper,,442965.0,,1995
Gregory Hoblit,Primal Fear,30000000.0,102616183.0,3.4205394333333334,1996
Clément Virgo,Rude,,,,1995
Bruno Barreto,Carried Away,,,,1996
Paul Sabella,All Dogs Go to Heaven 2,,8620678.0,,1996
Ken Loach,Land and Freedom,,,,1995
Hal Salwen,Denise Calls Up,,,,1995
Jonathan R. Betuel,Theodore Rex,33500000.0,,,1995
Richard Pearce,A Family Thing,,,,1996
Todd Verow,Frisk,,,,1996
Jonathan Lynn,Sgt. Bilko,,,,1996
Tim Sullivan,Jack & Sarah,,218626.0,,1995
Spike Lee,Girl 6,12000000.0,4939939.0,0.41166158333333336,1996
Jeremiah S. Chechik,Diabolique,,,,1996
Hervé Palud,"Little Indian, Big City",,,,1994
Martin Enlen,Roula,,,,1995
Carlo Rola,Peanuts – Die Bank zahlt alles,,,,1996
,Happy Weekend,,65335.0,,1996
Claude Sautet,Nelly and Monsieur Arnaud,,,,1996
Edward Zwick,Courage Under Fire,46000000.0,100860818.0,2.1926264782608698,1996
Brian De Palma,Mission: Impossible,80000000.0,457696359.0,5.7212044875,1996
Friðrik Þór Friðriksson,Cold Fever,,,,1995
Pen Densham,Moll Flanders,,,,1996
Sönke Wortmann,The Superwife,,,,1996
Park Chul-soo,"301, 302",,,,1995
Rob Cohen,DragonHeart,57000000.0,115267375.0,2.022234649122807,1996
Joseph Vilsmaier,Und keiner weint mir nach,,,,1996
Michael Verhoeven,My Mother's Courage,,,,1995
Steve Rash,Eddie,,,,1996
Gray Hofmeyr,Yankee Zulu,,,,1993
Richard Wherrett,Billy's Holiday,,,,1995
René Clément,Purple Noon,,,,1960
Anthony Hopkins,August,,,,1996
Henry Selick,James and the Giant Peach,38000000.0,28921264.0,0.7610858947368421,1996
James Foley,Fear,,,,1996
Kelly Makin,Kids in the Hall: Brain Candy,,,,1996
Paul Mazursky,Faithful,13000000.0,9789900.0,0.7530692307692308,1996
Emir Kusturica,Underground,14000000.0,,,1995
Bo Widerberg,All Things Fair,,,,1995
Alan Mehrez,Bloodsport II,,684351.0,,1996
Satyajit Ray,Pather Panchali,,536364.0,,1955
Satyajit Ray,The World of Apu,,16000.0,,1959
Jim Mallon,Mystery Science Theater 3000: The Movie,,,,1996
,Tarantella,,,,1996
Joe Pytka,Space Jam,80000000.0,250200000.0,3.1275,1996
Roger Vadim,Barbarella,9000000.0,2500000.0,0.2777777777777778,1968
Catherine Cyran,Hostile Intentions,,,,1995
Brett Piper,They Bite,,,,1996
George Hickenlooper,Some Folks Call It a Sling Blade,,,,1994
Peter Yates,The Run of the Country,,,,1995
Jean-Luc Godard,Alphaville,220000.0,,,1965
Bertrand Tavernier,Coup de Torchon,,,,1981
Mika Kaurismäki,Tigrero: A Film That Was Never Made,,,,1994
Claude Chabrol,The Eye of Vichy,,,,1993
Gordon Willis,Windows,,,,1980
Randal Kleiser,It's My Party,,,,1996
Michael Blakemore,Country Life,,,,1994
Simon Wincer,Operation Dumbo Drop,,,,1995
Margarethe von Trotta,The Promise,,,,1995
Margarethe von Trotta,The Promise,,,,1995
Margarethe von Trotta,The Promise,,,,1995
Margarethe von Trotta,The Promise,,,,1995
Richard Benjamin,Mrs. Winterbourne,25000000.0,10070000.0,0.4028,1996
Norberto Barba,Solo,,,,1996
Eli Cohen,Under The Domim Tree,,,,1994
Robert Mandel,The Substitute,,,,1996
Pat Verducci,True Crime,,,,1996
Michael Winterbottom,Butterfly Kiss,,,,1995
Steven Baigelman,Feeling Minnesota,,,,1996
Zalman King,Delta of Venus,,62949.0,,1995
Barry Caillier,To Cross the Rubicon,,,,1991
Patrick Read Johnson,Angus,,,,1995
Stijn Coninx,Priest Daens,,,,1992
John Cassavetes,Faces,275000.0,,,1968
Stacy Cochran,Boys,,,,1996
Jean-Claude Van Damme,The Quest,30000000.0,57400547.0,1.9133515666666667,1996
Mark Joffe,Cosi,,,,1996
Steve Gomer,Sunset Park,,,,1996
Lee Tamahori,Mulholland Falls,,,,1996
Michael Lehmann,The Truth About Cats & Dogs,,,,1996
George Scribner,Oliver & Company,31000000.0,74151346.0,2.3919789032258065,1988
Tom DeCerchio,Celtic Pride,,,,1996
Alan Shapiro,Flipper,25530000.0,20080020.0,0.7865264394829612,1996
Angela Pope,Captives,,,,1994
Betty Kaplan,Of Love and Shadows,,,,1994
Jim Jarmusch,Dead Man,9000000.0,,,1995
Jean-Paul Rappeneau,The Horseman on the Roof,35000000.0,15000000.0,0.42857142857142855,1995
Jack Hill ,Switchblade Sisters,,,,1975
Manuel Gómez Pereira,Mouth to Mouth,,,,1995
Jean-Marie Poiré,The Visitors,,,,1993
Harold Ramis,Multiplicity,45000000.0,,,1996
Brett Thompson,"The Haunted World of Edward D. Wood, Jr.",,,,1996
Francesco Sframeli,Two Friends,,,,2002
Andrew Fleming,The Craft,15000000.0,24769466.0,1.6512977333333334,1996
Reginald Hudlin,The Great White Hype,,,,1996
Bruce Beresford,Last Dance,,5.0,,1996
,War Stories Our Mother Never Told Us,,,,NaT
John Schlesinger,Cold Comfort Farm,,,,1995
Stephen Quay,"Institute Benjamenta, or This Dream People Call Human Life",,,,1995
Phil Joanou,Heaven's Prisoners,25000000.0,,,1996
Larry Cohen,Original Gangstas,4800000.0,3014000.0,0.6279166666666667,1996
Michael Bay,The Rock,75000000.0,335062621.0,4.467501613333333,1996
Harvey Miller,Getting Away with Murder,,,,1996
Michele Soavi,Cemetery Man,4000000.0,,,1994
Jan de Bont,Twister,92000000.0,494471524.0,5.374690478260869,1996
David Hogan,Barb Wire,,3793614.0,,1996
Maurice Pialat,Le Garçu,,,,1995
Gabriel Barylli,Honeymoon,,,,1996
Mamoru Oshii,Ghost in the Shell,,2287714.0,,1995
Tom Holland,Thinner,,,,1996
Rick Friedberg,Spy Hard,18000000.0,,,1996
Udayan Prasad,Brothers in Trouble,,,,1995
Nick Park,A Close Shave,,,,1995
Abraham Polonsky,Force of Evil,,,,1948
John Landis,The Stupids,,,,1996
David Twohy,The Arrival,25000000.0,14048372.0,0.56193488,1996
Robert Z. Leonard,The Man from Down Under,,,,1943
Stanley Kubrick,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1800000.0,9440272.0,5.244595555555556,1964
Guy Maddin,Careful,,,,1992
John O'Brien,Vermont Is for Lovers,,,,NaT
John Irvin,A Month by the Lake,,,,1995
Kevin James Dobson,Gold Diggers: The Secret of Bear Mountain,,,,1995
Victor Saville,Kim,,,,1950
Helena Solberg,Carmen Miranda: Bananas Is My Business,,,,1995
Wong Kar-wai,Ashes of Time,,,,1994
Ebrahim Forouzesh,The Jar,,,,1994
Freida Lee Mock,Maya Lin: A Strong Clear Vision,,,,1995
Joseph Vilsmaier,Stalingrad,,,,1993
Simon Wincer,The Phantom,45000000.0,17300889.0,0.3844642,1996
Andrew Bergman,Striptease,50000000.0,113309743.0,2.26619486,1996
David Keating,The Last of the High Kings,,,,1996
James Mangold,Heavy,,,,1995
Francis Ford Coppola,Jack,45000000.0,58620973.0,1.3026882888888889,1996
Mary Harron,I Shot Andy Warhol,,1814290.0,,1996
Charles Matthau,The Grass Harp,,,,1995
Goran Paskaljević,Someone Else's America,,,,1995
Mwezé Ngangura,Life is Rosy,,,,1987
Jean-Pierre Bekolo,Quartier Mozart,,,,1992
Djibril Diop Mambéty,Touki Bouki,,,,1973
Gaston Kaboré,God's Gift,,,,1982
Federico Fellini,Spirits of the Dead,,,,1968
Henry Jaglom,Babyfever,,,,1994
Robby Henson,Pharaoh's  Army,50.0,,,1995
Danny Boyle,Trainspotting,4000000.0,16491080.0,4.12277,1996
Scott Winant,Til There Was You,1000000.0,,,1997
Roland Emmerich,Independence Day,75000000.0,816969268.0,10.892923573333332,1996
Bernardo Bertolucci,Stealing Beauty,,,,1996
Tony Scott,The Fan,55000000.0,18626419.0,0.33866216363636364,1996
Gary Trousdale,The Hunchback of Notre Dame,100000000.0,100138851.0,1.00138851,1996
Ben Stiller,The Cable Guy,47000000.0,102825796.0,2.187782893617021,1996
Bobby Farrelly,Kingpin,27000000.0,25023434.0,0.9267938518518518,1996
Chuck Russell,Eraser,100000000.0,242295562.0,2.42295562,1996
Carma Hinton,The Gate of Heavenly Peace,,,,1995
Tom Shadyac,The Nutty Professor,54000000.0,128769345.0,2.3846175,1996
María Luisa Bemberg,"I, the Worst of All",,,,1990
Lucian Pintilie,An Unforgettable Summer,,65352.0,,1994
Gazdag Gyula,A Hungarian Fairy Tale,,,,1987
Gérard Mordillat,My Life and Times With Antonin Artaud,,,,1993
Mel Chionglo,Midnight Dancers,,,,1994
Alexandre Rockwell,Somebody to Love,,,,1994
Christopher Larkin,A Very Natural Thing,,,,1974
Laurent Heynemann  ,The Old Lady Who Walked in the Sea,,,,1991
Rob Cohen,Daylight,80000000.0,159212469.0,1.9901558625,1996
Peter Jackson,The Frighteners,30000000.0,29359216.0,0.9786405333333333,1996
John Sayles,Lone Star,5000000.0,13269963.0,2.6539926,1996
Bronwen Hughes,Harriet the Spy,12000000.0,,,1996
Jon Turteltaub,Phenomenon,32000000.0,152036382.0,4.7511369375,1996
Nicole Holofcener,Walking and Talking,,,,1996
Edward Burns,She's the One,3500000.0,9482579.0,2.7093082857142856,1996
Joel Schumacher,A Time to Kill,40000000.0,152266007.0,3.806650175,1996
Michael Corrente,American Buffalo,,665450.0,,1996
Éric Rohmer,Rendezvous in Paris,,,,1995
Fraser Clarke Heston,Alaska,23000000.0,,,1996
Kevin Hooks,Fled,25000000.0,17193231.0,0.68772924,1996
Paul Michael Glaser,Kazaam,20000000.0,,,1996
Ildikó Enyedi,Magic Hunter,,,,1994
Howard Franklin,Larger Than Life,30000000.0,,,1996
Mitch Marcus,A Boy Called Hate,,,,1996
Jaime Hellman,Power 98,,,,1996
Nicolas Roeg,Two Deaths,,,,1995
Arlene Sanford,A Very Brady Sequel,,,,1996
Maurizio Nichetti,Stefano Quantestorie,,,,1993
Luis Buñuel,Death in the Garden,,,,1956
Paul Turner,Hedd Wyn,,,,1992
Éric Rohmer,La Collectionneuse,,,,1967
Peter Sehr,Kaspar Hauser,,,,1993
Rolf Silber,Regular Guys,,,,1996
Peter Weck,Diebinnen,,,,1996
Manoel de Oliveira,The Convent,,,,1995
Steve Barron,The Adventures of Pinocchio,,,,1996
John Payson,Joe's Apartment,13000000.0,4619014.0,0.3553087692307692,1996
Hugh Wilson,The First Wives Club,26000000.0,116400000.0,4.476923076923077,1996
Nigel Finch,Stonewall,,,,1995
Ron Howard,Ransom,80000000.0,309492681.0,3.8686585125,1996
Hart Bochner,High School High,,21302121.0,,1996
Doug Ellin,Phat Beach,,,,1996
Annette Haywood-Carter,Foxfire,,258263.0,,1996
Andrew Davis,Chain Reaction,50000000.0,60209334.0,1.20418668,1996
Danny DeVito,Matilda,36000000.0,33459416.0,0.9294282222222222,1996
Douglas McGrath,Emma,6000000.0,22231658.0,3.7052763333333334,1996
Tim Pope,The Crow: City of Angels,13000000.0,17917287.0,1.3782528461538461,1996
Harry Winer,House Arrest,,,,1996
Georges Franju,Eyes Without a Face,,,,1960
Gilbert Adler,Bordello of Blood,15000000.0,5600000.0,0.37333333333333335,1996
John Rubino,Lotto Land,,,,1995
Yin Li,The Story of Xinghua,,,,1994
Yim Ho,The Day the Sun Turned Cold,,,,1994
Hal Hartley,Flirt,,,,1995
Marcus DeLeon,The Big Squeeze,,,,1996
Lee David Zlotoff,The Spitfire Grill,6000000.0,12643776.0,2.107296,1996
John Carpenter,Escape from L.A.,50000000.0,42277365.0,0.8455473,1996
Tran Anh Hung,Cyclo,,,,1995
Julian Schnabel,Basquiat,2962051.0,3011195.0,1.016591206565991,1996
Ron Shelton,Tin Cup,45000000.0,53854588.0,1.1967686222222222,1996
Rolf de Heer,Dingo,200000.0,300000.0,1.5,1991
Keisuke Kinoshita,The Ballad of Narayama,,,,1958
Nicole Garcia,Every Other Weekend,,,,1990
Leone Pompucci,Mille bolle blu,,,,1993
Zheng Jun-Li,Crows and Sparrows,,,,1949
Francis Ford Coppola,The Godfather,6000000.0,245066411.0,40.844401833333336,1972
Sönke Wortmann,Maybe... Maybe Not,,,,1994
Stanley Tong,Police Story 3: Supercop,900000.0,20483423.0,22.75935888888889,1992
Lisa Krueger,Manny & Lo,500000.0,431326.0,0.862652,1996
Mikio Naruse,Wife,,,,1953
Mikio Naruse,Wife,,,,1953
Mikio Naruse,Wife,,,,1953
Mikio Naruse,Wife,,,,1953
Gillies MacKinnon,Small Faces,1850000.0,,,1996
Lana Wachowski,Bound,4500000.0,7011317.0,1.5580704444444444,1996
Arthur Hiller,Carpool,17000000.0,,,1996
John Ruane,Death in Brunswick,,,,1990
Robert Altman,Kansas City,18000000.0,,,1996
Christopher Cain,Gone Fishin',53000000.0,,,1997
Peter Shaner,Lover's Knot,,,,1996
Tsai Ming-liang,Vive L'Amour,,,,1994
Daniel Schmid,Shadow of Angels,,,,1976
Tim Metcalfe,Killer: A Journal of Murder,,,,1996
Izidore K. Musallam,Nothing to Lose,,,,1994
Stanley Tong,Project S,,,,1993
Jim McKay,Girls Town,,,,1996
Karim Dridi,Bye-Bye,,,,1995
Peter Hyams,The Relic,60000000.0,33956608.0,0.5659434666666666,1997
John Frankenheimer,The Island of Dr. Moreau,40000000.0,49627779.0,1.240694475,1996
David M. Evans,First Kid,,,,1996
David Koepp,The Trigger Effect,8000000.0,,,1996
Gary Winick,Sweet Nothing,,,,1995
Norman Jewison,Bogus,32000000.0,,,1996
Ernest R. Dickerson,Bulletproof,25000000.0,22611954.0,0.90447816,1996
Nick Hamm,Talk of Angels,,,,1998
Roy Allen Smith,The Land Before Time III: The Time of the Great Giving,,,,1995
Theo van Gogh,1-900,,,,1994
,Baton Rouge,,,,1988
Joe Chappelle,Halloween: The Curse of Michael Myers,5000000.0,15116634.0,3.0233268,1995
Trevor Nunn,Twelfth Night,,,,1996
Keith Gordon,Mother Night,,,,1996
Max Ophüls,Liebelei,,,,1933
Jan Jakub Kolski,Venice,,,,2010
